,Text,labels_encoded
546,"Although much about AD remains to be elucidated, our current understanding of its pathophysiology has provided clinicians with the ability to construct more rational therapeutic interventions, including multiple-agent regimens that provide both immediate relief and effective long-term management.",5
547,Future advances will come from identification of the genes causing this disease and further elucidation of the immunoregulatory mechanisms involved in the pathogenesis of AD.,10
548,BACKGROUND: Psoriasis is often treated with immunomodulatory therapies that can affect the immune response to common antigens.,5
549,Tofacitinib is an oral Janus kinase inhibitor.,12
550,OBJECTIVE: To characterize the effect of long-term exposure to tofacitinib 10Â mg twice daily on T-cell function in psoriasis patients.,5
551,METHODS: Patients completing at least 3Â months' continuous treatment with tofacitinib 10Â mg twice daily were vaccinated with T-cell-dependent vaccines (monovalent tetanus toxoid and 13-valent pneumococcal conjugate [PCV-13]).,17
552,Patients were assessed at baseline (before vaccination) and then again 4Â weeks after vaccination.,17
553,"For PCV-13, we evaluated serotype-specific, opsonophagocytic antibody responses, and for tetanus toxoid, we evaluated humoral responses.",12
554,"RESULTS: Among 60 patients who completed the study, the geometric mean fold rise from baseline for the 13 PCV serotypes at 4Â weeks postvaccination varied from 8.3 (serotype 3) to 101.9 (serotype 6A).",17
555,Similar results were observed for patients with and without lymphopenia at baseline.,11
556,"For tetanus toxoid, 51 (88%) patients had â‰¥2-fold and 35 (60%) patients had â‰¥4-fold rise in antibody concentration.",7
557,LIMITATIONS: There was no placebo control.,17
558,CONCLUSION: Most psoriasis patients who receive tofacitinib can mount satisfactory T-cell-dependent responses to PCV-13 and tetanus vaccines.,7
559,"Atopic dermatitis (AD) increases health care utilization, affects patient quality of life, places a burden on caregivers, decreases patient/parent productivity, and adds to health care costs.",3
560,Few studies have examined the effect of specific treatment modalities across a variety of AD-related outcomes.,10
561,"This prospective, multicenter, open-label longitudinal study of adult and pediatric patients with moderate to severe AD was conducted to evaluate the effect of a specific therapeutic intervention on AD-related outcomes over a period of 6 months.",17
562,"Surveys collected physician clinical assessments and patient- and caregiver-reported data across the following domains: clinical outcome, health care utilization/costs, quality of life, physical appearance, productivity/absenteeism, and medication compliance.",17
563,This study is intended to help guide future research efforts on the net costs and benefits of different interventions across a diverse set of domains and in larger populations.,17
564,INTRODUCTION: ESPRIT (NCT00799877) is an ongoing 10-year international prospective observational registry evaluating the long-term safety and effectiveness of originator adalimumab in routine clinical practice for adult patients with chronic plaque psoriasis.,17
565,"Herein, we report the long-term safety, effectiveness, and patient-reported outcomes (PROs) following adalimumab treatment over the first 7Â years of the ESPRIT registry.",7
566,METHODS: All treatment-emergent (All-TE) adverse events (AE) since the initial (first ever) dose of adalimumab were assessed.,16
567,Physician Global Assessment (PGA) and PROs (PROs for US patients only) were evaluated during registry participation.,17
568,"RESULTS: As of 30 November 2015, 6051 patients in the ESPRIT registry were analyzed, representing 23,660.1 patient-years (PY) of overall adalimumab exposure.",17
569,"The incidence rates for All-TE serious AEs, serious infections, and malignancies were 4.4, 1.0, and 1.0 events per 100 PY (E/100PY), respectively.",16
570,The standardized mortality ratio for TE deaths in the registry was 0.27 (95% CI 0.18-0.38).,16
571,"During the registry's first 7Â years, PGA ""clear"" or ""minimal"" was achieved by >50% of patients at each annual visit, and among US patients, the mean improvement from baseline in different PROs was maintained.",7
572,"CONCLUSION: No new safety signals were identified during the first 7Â years of the registry, and safety was consistent with the known safety profile of adalimumab.",16
573,The number of TE deaths was below the expected rate.,16
574,"During the registry's first 7Â years, most of the patients remained free of All-TE cardiovascular events, serious infections, and malignancy.",16
575,As-observed effectiveness of adalimumab and improvements from baseline in PROs were maintained through 7Â years of registry participation.,7
576,"TRIAL REGISTRATION: ClinicalTrials.gov identifier, NCT00799877.",17
577,OBJECTIVE: To describe the clinical and histologic manifestations of skin reactions incidentally noted in patients with stage IV melanoma who were treated with up to 9 mg/kg of a humanized monoclonal antibody reactive against human cytotoxic T-lymphocyte antigen 4 (anti-CTLA-4) as a single agent every 3 weeks.,6
578,SETTING: Single-institution prospective study.,17
579,DESIGN: Patients treated with anti-CTLA-4 as a sole agent were prospectively referred for clinicopathologic characterization of skin reactions occurring during treatment.,16
580,"MAIN OUTCOME MEASURES: Specific clinicopathologic features were determined by means of a detailed history, a physical examination, conventional histologic analysis, antibody staining, and complete blood cell counts.",18
581,RESULTS: Nine (14%) of 63 consecutive patients treated with anti-CTLA-4 as a sole agent developed skin eruptions that were attributed to anti-CTLA-4 in 8 of them.,16
582,"Skin lesions consisted primarily of discrete, pruritic, erythematous, minimally scaly papules that typically coalesced into thin plaques on the trunk and extensor surfaces of the extremities.",18
583,Extensive alopecia was also noted in 1 patient.,18
584,"Histologically, a superficial, perivascular CD4+-predominant T-cell infiltrate with eosinophils in the dermis, rare dyskeratotic cells, and mild epidermal spongiosis were present.",10
585,An increase (compared with pretreatment values) in the peripheral blood eosinophil frequency was observed in patients at the time of skin eruptions (P = .006).,18
586,CONCLUSIONS: Specific features of the skin eruption dermatitis with increased tissue and peripheral blood eosinophil levels in a subset of treated patients.,16
587,Specific features of skin eruption associated with anti-CTLA-4 resemble those described for maculopapular reactions to medications.,16
588,"CCL21, a lymphatic endothelial cell (LEC)-derived chemokine, and its receptor CCR7 regulate dendritic cell (DC) trafficking to lymph nodes (LN), but it is unclear how CCL21 expression is regulated.",12
589,Oncostatin M (OSM) is an IL-6-like cytokine synthesized by activated DC and other leukocytes.,12
590,"In vitro, OSM (but not TNF-alpha) stimulated CCL21 mRNA and protein expression by human dermal microvascular EC (DMEC) in an ERK1/2-dependent fashion.",12
591,Conditioned medium from OSM-treated DMEC stimulated CCL21-dependent chemotaxis of mouse bone marrow-derived DC (BMDC).,12
592,"Cultured BMDC expressed OSM, which was increased with the addition of LPS.",17
593,"Topical application of the contact-sensitizing hapten, trinitrochlorobenzene, resulted in enhanced OSM expression in the skin, whereas cutaneous injection of TNF-alpha did not.",2
